EVENT_ID,Parish/County,BEGIN_LOCATION,BEGIN_DATE,BEGIN_TIME,event_datetime_local,event_datetime_utc,EVENT_TYPE,DEATHS_DIRECT,INJURIES_DIRECT,DAMAGE_PROPERTY_NUM,DAMAGE_CROPS_NUM,STATE_ABBR,EPISODE_ID,INJURIES_INDIRECT,DEATHS_INDIRECT,SOURCE,FLOOD_CAUSE,BEGIN_RANGE,BEGIN_AZIMUTH,END_RANGE,END_AZIMUTH,END_LOCATION,END_DATE,END_TIME,BEGIN_LAT,BEGIN_LON,END_LAT,END_LON,EVENT_NARRATIVE,EPISODE_NARRATIVE,CITY/CITIES,STREET(S),Latitude,Longitude,Bayou/Creek/Stream Name,severity_category,severity_weight
392877,ST. TAMMANY,SLIDELL ARPT,2012-08-11,05:35,2012-08-11T05:35:00-05:00,2012-08-11T10:35:00+00:00,Flash Flood,0,0,$0,$0,,65625,0,0,NWS Employee,Heavy Rain,0.0,N,2.81,SE,ST JOE,2012-08-11,6:20,30.35,-89.82,30.3326,-89.726,"Multiple streets were impassible in Slidell, mainly across northern portions of the city. Over 5 inches of rain was measured at Slidell Airport in 2 hours and 15 minutes.",A frontal boundary aided in the development of slow moving thunderstorms during the morning hours. Flash flooding was reported in Slidell with these storms.,,,30.35,-89.82,,minor,1
392896,ST. BERNARD,ARABI,2012-08-16,14:24,2012-08-16T14:24:00-05:00,2012-08-16T19:24:00+00:00,Flash Flood,0,0,$0,$0,,65629,0,0,Law Enforcement,Heavy Rain,0.0,N,1.38,NNE,CHALMETTE,2012-08-16,15:00,29.95,-90.0,29.9398,-89.9667,"The St. Bernard Sheriffs Department received several calls of water near homes in Arabi. Several streets were deeply flooded and impassable including portions of Judge Perez Drive, Norton Street and Doerr Drive.",An upper level disturbance moving across the southern states aided the development of strong thunderstorms during the afternoon hours. Heavy rainfall accompanied the storms.,,,29.95,-90.0,,serious,3
410285,ORLEANS,NEW ORLEANS,2012-08-29,02:00,2012-08-29T02:00:00-05:00,2012-08-29T07:00:00+00:00,Flash Flood,0,0,"$50,000",$0,,67740,0,0,Emergency Manager,Heavy Rain / Tropical System,1.83,NNW,1.03,WSW,NEW ORLEANS,2012-08-29,6:00,29.9725,-90.116,29.9324,-90.1312,Heavy rain associated with Hurricane Isaac produced deep street flooding in the New Orleans area.,"Isaac entered the Gulf of Mexico as a tropical storm on August 26, moving northwest after crossing Haiti, Cuba and the Florida Straits. Isaac strengthened into a hurricane on the morning of the 28th when it was 75 miles south-southeast of the mouth of the Mississippi River.  Isaac made landfall in Plaquemines Parish as a Category 1 Hurricane near Southwest Pass of the Mississippi River on the evening of the 28th. A second landfall occurred near Port Fourchon the following morning. The storm weakened to a tropical storm on the afternoon of the 29th about 50 miles west southwest of New Orleans, and weakened further to a tropical depression on the afternoon of the 30th near Monroe, Louisiana. || The highest wind gust recorded on land in Louisiana was 75 knots, or 86 mph, measured by a portable weather station (Texas Tech University) near Buras on the evening at August 28.  The maximum sustained wind in Louisiana was 65 knots, or 75 mph, at the same portable weather station near Buras on the evening of August 28.  There were several marine observations near the coast that had slightly higher wind readings, but their observation heights were generally 80 ft or higher. ||Due to Isaac���s  very large size, and slow forward speed, tropical storm force winds lasted in excess of 48 hours in many areas of coastal southeast Louisiana. Occasional hurricane gusts of 70 to 85 mph were recorded across southeast Louisiana during the night of the Aug 28th and early on the 29th, especially south of Lake Pontchartrain. Interior areas of southeast Louisiana such as around Baton Rouge and northward experienced tropical storm force winds. Widespread power outages occurred across the area. Local utility companies reported over 700,000 customers were without power at the peak of the storm in southeast Louisiana.  Generally, most of the wind damage was limited to downed trees and power lines, and roof damage caused by wind and falling trees and tree limbs.||The minimum sea level pressure measured from a land station was 965 mb on the morning of Aug 29 at a portable weather station ( Texas Tech Univ) located near Larose.   A pressure of 974.3 mb was measured at a NOAA gage at Bayou Gauche on the morning of August 29th.  Close to the landfall location, a reading 969.8 mb was measured at the NOAA NOS station at Pilots Station near Southwest Pass  on the evening of the  29th shortly after the first landfall. The height of this measurement was 24 meter or 79 feet. ||A storm tide of 8 to 13 feet  occurred in eastern Plaquemines Parish and St. Bernard Parish.  A representative maximum storm tide of 13.21 ft NAVD88 was measured at a USGS tide gage near Pointe a la Hache. A local levee was overtopped or breached in the Braithwaite area of Plaquemines Parish early on August 29. A number of people had to be rescued from the flooded area, but a 60 year old woman and 52 year old man drowned in the storm surge. ||Significant impact also occurred around Lakes Pontchartrain and Maurepas with a storm tide of 5 to 9  feet. 5 to 10 thousand homes were flooded in low lying areas of that border these lakes of the following parishes: St. Tammany, Tangipahoa, Livingston, Ascension, St James and St John the Baptist.   Laplace in St. John the Baptist was especially hard hit with over 5,000 homes flooded by storm surge.  An additional storm surge fatality occurred in St. Tammany Parish on the morning of the 30th when a 75 year old man drove his car into a storm surge filled ditch. ||Storm surge flooding also affected areas south and southwest of New Orleans with a storm tide of 4 to 7 feet. Roadways and low lying property were flooded. Local levees around Lafitte and Myrtle Grove were overtopped and/or breached resulting flooding of numerous houses and property in this area.||Many areas of southeast Louisiana received 8 to 12 inches of rain with a few locations having 15 inches of rain or more.  Maximum storm total rainfall was 20.66 inches at the New Orleans Carrollton gauge on the Mississippi River.  Rainfall run-off produced moderate to major flooding on the Tangipahoa, Tchefuncte, Tickfaw, Amite, Pearl, Bogue Chitto and Bogue Falaya Rivers.  Storm surge and high tides restricted outflow of the rivers near the coast and lakes exacerbating flooding in those areas.   ||Overall  impacts of Isaac resulted in at least $600 million in damages in southeast Louisiana, 3 direct fatalities, and 2 indirect fatalities.  Storm surge flooding accounted for the bulk of damage, estimated around $500 million and the three direct storm surge fatalities in Louisiana. Winds accounted for a much lesser amount of slightly more than a $100 million. As stated earlier, these are early damage estimates and will likely be adjusted upward due to later damage assessments.||During the recovery process there were two indirect fatalities. On Sept 1, A 67 year man was electrocuted when attempting to restore power to his house in Abita Springs, St Tammany Parish. On Sept 3, a 90 year old man died of heat related impacts in his house in Marrero, Jefferson Parish, where power had not been restored.",,,29.9725,-90.116,,minor,1
410275,HARRISON,LONG BEACH,2012-08-29,12:30,2012-08-29T12:30:00-05:00,2012-08-29T17:30:00+00:00,Flash Flood,0,0,"$500,000",$0,,67741,0,0,Emergency Manager,Heavy Rain / Tropical System,2.23,W,1.66,ESE,BILOXI,2012-08-30,3:00,30.3449,-89.187,30.392,-88.8643,Rainbands associated with Tropical Storm Isaac persisted over Harrison County producing torrential rainfall. US Highway 49 near Orange Grove was impassable for periods of time due to flooding and several secondary roadways were flooded in the county. A number of houses also had flooding. High tide levels limited the runoff of heavy rainfall in the coastal area.,"Hurricane Isaac entered the Gulf of Mexico as a tropical storm on August 26, moving northwest after crossing Haiti, Cuba and the Florida Straits. Isaac moved slowly north northwest over the eastern Gulf . Isaac strengthened into a hurricane on the morning of the 28th when it was 75 miles south southeast of the mouth of the Mississippi River.  Isaac made landfall in Plaquemines Parish as a Category 1 Hurricane near Southwest Pass of the Mississippi River on the evening of the 28th. A second landfall occurred near Port Fourchon the following morning. The storm weakened to a tropical storm on the afternoon of the 29th about 50 miles west southwest of New Orleans, and weakened further to a tropical depression on the afternoon of the 30th near Monroe, Louisiana. ||Even though Issac was of hurricane status from near the mouth of the Mississippi River into southeast Louisiana, only tropical storm force winds were recorded on land areas of Mississippi.  The maximum sustained wind in south Mississippi was 46 knots or 53 mph measured at the Gulfport Airport (KGPT) during the early afternoon of August 29th.  A portable weather station (Weatherflow Inc) near Gulfport measured a 48 knot gust, or 55 mph,  late on the morning of August 29.   Maximum wind gust of 58 knots or 67 mph was recorded at the NOAA NOS Bay Waveland station and also at Gulfport (Weatherflow Inc) late on the morning of Aug 29. The long duration of tropical storm force winds downed some trees and power lines across the region. ||The minimum sea level pressure measured from a land station was 995.9 mb the NOAA-NOS station at Bay-Waveland station during the early morning of Aug 29th. |A storm tide ranged from approximately 5 feet in Jackson County to nearly 10 feet in Hancock County closer to Isaacs���s center. These values are approximately 3 to 8 feet above normal astronomical values.  Storm surge flooding impacts were greatest in Hancock County.|    |Persistent rainbands affected south Mississippi, especially the coastal sections produced heavy rainfall over a three day period.  10 to 20 inches of rainfall was common across the region.  A co-operative observer near Pascagaoula recorded the maximum reading of 22.20 inches of rain. Heavy rainfall produced both flash flooding and later moderate to major river flooding.  Record crests were observed on the Wolf River near Landon (Aug 31) and Gulfport (Sep 1), and the East Hobolochitto River near Cesear (Aug 31).  Storm surge and high tides restricted outflow of the rivers near the coast and lakes exacerbating flooding of low lying areas along rivers and bayous near the coast as they emptied into the Gulf.||There were two weak tornadoes documented that occurred along Mississippi coast which resulted in generally minor property damage.||Overall , impacts from Isaac resulted in at least $7 million in damages in south Mississippi and one direct fatality.  Much of the damage in the coastal counties of Hancock, Harrison, and Jackson, damage was related to storm surge on the coast, flash flooding, or river flooding. There will likely be adjustments in the damages as additional information and assessments are made.  There was one direct fatality in south Mississippi on morning of Aug 30 when a tree fell on a tow truck killing the 52 year old male driver.",,,30.3449,-89.187,,serious,3
410279,PEARL RIVER,NICHOLSON,2012-08-29,19:00,2012-08-29T19:00:00-05:00,2012-08-30T00:00:00+00:00,Flash Flood,0,0,"$1,000,000",$0,,67741,0,0,Emergency Manager,Heavy Rain / Tropical System,2.59,S,2.27,S,CYBUR,2012-08-30,12:00,30.4429,-89.6938,30.5624,-89.7817,Rainbands associated with Tropical Storm Isaac produced torrential rainfall across the county. Extensive secondary roadway flooding was reported and some houses flooded. A number of water rescues were conducted due to the flooding.  Interstate Highway 59 at mile marker 31 was closed for several hours due to flooding.,"Hurricane Isaac entered the Gulf of Mexico as a tropical storm on August 26, moving northwest after crossing Haiti, Cuba and the Florida Straits. Isaac moved slowly north northwest over the eastern Gulf . Isaac strengthened into a hurricane on the morning of the 28th when it was 75 miles south southeast of the mouth of the Mississippi River.  Isaac made landfall in Plaquemines Parish as a Category 1 Hurricane near Southwest Pass of the Mississippi River on the evening of the 28th. A second landfall occurred near Port Fourchon the following morning. The storm weakened to a tropical storm on the afternoon of the 29th about 50 miles west southwest of New Orleans, and weakened further to a tropical depression on the afternoon of the 30th near Monroe, Louisiana. ||Even though Issac was of hurricane status from near the mouth of the Mississippi River into southeast Louisiana, only tropical storm force winds were recorded on land areas of Mississippi.  The maximum sustained wind in south Mississippi was 46 knots or 53 mph measured at the Gulfport Airport (KGPT) during the early afternoon of August 29th.  A portable weather station (Weatherflow Inc) near Gulfport measured a 48 knot gust, or 55 mph,  late on the morning of August 29.   Maximum wind gust of 58 knots or 67 mph was recorded at the NOAA NOS Bay Waveland station and also at Gulfport (Weatherflow Inc) late on the morning of Aug 29. The long duration of tropical storm force winds downed some trees and power lines across the region. ||The minimum sea level pressure measured from a land station was 995.9 mb the NOAA-NOS station at Bay-Waveland station during the early morning of Aug 29th. |A storm tide ranged from approximately 5 feet in Jackson County to nearly 10 feet in Hancock County closer to Isaacs���s center. These values are approximately 3 to 8 feet above normal astronomical values.  Storm surge flooding impacts were greatest in Hancock County.|    |Persistent rainbands affected south Mississippi, especially the coastal sections produced heavy rainfall over a three day period.  10 to 20 inches of rainfall was common across the region.  A co-operative observer near Pascagaoula recorded the maximum reading of 22.20 inches of rain. Heavy rainfall produced both flash flooding and later moderate to major river flooding.  Record crests were observed on the Wolf River near Landon (Aug 31) and Gulfport (Sep 1), and the East Hobolochitto River near Cesear (Aug 31).  Storm surge and high tides restricted outflow of the rivers near the coast and lakes exacerbating flooding of low lying areas along rivers and bayous near the coast as they emptied into the Gulf.||There were two weak tornadoes documented that occurred along Mississippi coast which resulted in generally minor property damage.||Overall , impacts from Isaac resulted in at least $7 million in damages in south Mississippi and one direct fatality.  Much of the damage in the coastal counties of Hancock, Harrison, and Jackson, damage was related to storm surge on the coast, flash flooding, or river flooding. There will likely be adjustments in the damages as additional information and assessments are made.  There was one direct fatality in south Mississippi on morning of Aug 30 when a tree fell on a tow truck killing the 52 year old male driver.",,,30.4429,-89.6938,,severe,6
410281,PIKE,OAKLAND,2012-08-29,21:00,2012-08-29T21:00:00-05:00,2012-08-30T02:00:00+00:00,Flash Flood,0,0,"$250,000",$0,,67741,0,0,Emergency Manager,Heavy Rain / Tropical System,3.16,WNW,4.66,SSE,FELDERS CAMP GROUND,2012-08-30,6:00,31.2904,-90.5479,31.3023,-90.3241,Rainbands from tropical storm Isaac persisted over the region producing heavy rainfall. Secondary roadways were flooded along with a few houses.,"Hurricane Isaac entered the Gulf of Mexico as a tropical storm on August 26, moving northwest after crossing Haiti, Cuba and the Florida Straits. Isaac moved slowly north northwest over the eastern Gulf . Isaac strengthened into a hurricane on the morning of the 28th when it was 75 miles south southeast of the mouth of the Mississippi River.  Isaac made landfall in Plaquemines Parish as a Category 1 Hurricane near Southwest Pass of the Mississippi River on the evening of the 28th. A second landfall occurred near Port Fourchon the following morning. The storm weakened to a tropical storm on the afternoon of the 29th about 50 miles west southwest of New Orleans, and weakened further to a tropical depression on the afternoon of the 30th near Monroe, Louisiana. ||Even though Issac was of hurricane status from near the mouth of the Mississippi River into southeast Louisiana, only tropical storm force winds were recorded on land areas of Mississippi.  The maximum sustained wind in south Mississippi was 46 knots or 53 mph measured at the Gulfport Airport (KGPT) during the early afternoon of August 29th.  A portable weather station (Weatherflow Inc) near Gulfport measured a 48 knot gust, or 55 mph,  late on the morning of August 29.   Maximum wind gust of 58 knots or 67 mph was recorded at the NOAA NOS Bay Waveland station and also at Gulfport (Weatherflow Inc) late on the morning of Aug 29. The long duration of tropical storm force winds downed some trees and power lines across the region. ||The minimum sea level pressure measured from a land station was 995.9 mb the NOAA-NOS station at Bay-Waveland station during the early morning of Aug 29th. |A storm tide ranged from approximately 5 feet in Jackson County to nearly 10 feet in Hancock County closer to Isaacs���s center. These values are approximately 3 to 8 feet above normal astronomical values.  Storm surge flooding impacts were greatest in Hancock County.|    |Persistent rainbands affected south Mississippi, especially the coastal sections produced heavy rainfall over a three day period.  10 to 20 inches of rainfall was common across the region.  A co-operative observer near Pascagaoula recorded the maximum reading of 22.20 inches of rain. Heavy rainfall produced both flash flooding and later moderate to major river flooding.  Record crests were observed on the Wolf River near Landon (Aug 31) and Gulfport (Sep 1), and the East Hobolochitto River near Cesear (Aug 31).  Storm surge and high tides restricted outflow of the rivers near the coast and lakes exacerbating flooding of low lying areas along rivers and bayous near the coast as they emptied into the Gulf.||There were two weak tornadoes documented that occurred along Mississippi coast which resulted in generally minor property damage.||Overall , impacts from Isaac resulted in at least $7 million in damages in south Mississippi and one direct fatality.  Much of the damage in the coastal counties of Hancock, Harrison, and Jackson, damage was related to storm surge on the coast, flash flooding, or river flooding. There will likely be adjustments in the damages as additional information and assessments are made.  There was one direct fatality in south Mississippi on morning of Aug 30 when a tree fell on a tow truck killing the 52 year old male driver.",,,31.2904,-90.5479,,minor,1
410284,WALTHALL,DINAN,2012-08-29,21:00,2012-08-29T21:00:00-05:00,2012-08-30T02:00:00+00:00,Flash Flood,0,0,"$250,000",$0,,67741,0,0,Emergency Manager,Heavy Rain / Tropical System,20.6,WNW,21.84,WNW,ENON,2012-08-30,6:00,31.3046,-90.5878,31.314,-90.3076,Rainbands from tropical storm Isaac persisted over the region producing heavy rainfall. Secondary roadways were flooded along with a few houses.,"Hurricane Isaac entered the Gulf of Mexico as a tropical storm on August 26, moving northwest after crossing Haiti, Cuba and the Florida Straits. Isaac moved slowly north northwest over the eastern Gulf . Isaac strengthened into a hurricane on the morning of the 28th when it was 75 miles south southeast of the mouth of the Mississippi River.  Isaac made landfall in Plaquemines Parish as a Category 1 Hurricane near Southwest Pass of the Mississippi River on the evening of the 28th. A second landfall occurred near Port Fourchon the following morning. The storm weakened to a tropical storm on the afternoon of the 29th about 50 miles west southwest of New Orleans, and weakened further to a tropical depression on the afternoon of the 30th near Monroe, Louisiana. ||Even though Issac was of hurricane status from near the mouth of the Mississippi River into southeast Louisiana, only tropical storm force winds were recorded on land areas of Mississippi.  The maximum sustained wind in south Mississippi was 46 knots or 53 mph measured at the Gulfport Airport (KGPT) during the early afternoon of August 29th.  A portable weather station (Weatherflow Inc) near Gulfport measured a 48 knot gust, or 55 mph,  late on the morning of August 29.   Maximum wind gust of 58 knots or 67 mph was recorded at the NOAA NOS Bay Waveland station and also at Gulfport (Weatherflow Inc) late on the morning of Aug 29. The long duration of tropical storm force winds downed some trees and power lines across the region. ||The minimum sea level pressure measured from a land station was 995.9 mb the NOAA-NOS station at Bay-Waveland station during the early morning of Aug 29th. |A storm tide ranged from approximately 5 feet in Jackson County to nearly 10 feet in Hancock County closer to Isaacs���s center. These values are approximately 3 to 8 feet above normal astronomical values.  Storm surge flooding impacts were greatest in Hancock County.|    |Persistent rainbands affected south Mississippi, especially the coastal sections produced heavy rainfall over a three day period.  10 to 20 inches of rainfall was common across the region.  A co-operative observer near Pascagaoula recorded the maximum reading of 22.20 inches of rain. Heavy rainfall produced both flash flooding and later moderate to major river flooding.  Record crests were observed on the Wolf River near Landon (Aug 31) and Gulfport (Sep 1), and the East Hobolochitto River near Cesear (Aug 31).  Storm surge and high tides restricted outflow of the rivers near the coast and lakes exacerbating flooding of low lying areas along rivers and bayous near the coast as they emptied into the Gulf.||There were two weak tornadoes documented that occurred along Mississippi coast which resulted in generally minor property damage.||Overall , impacts from Isaac resulted in at least $7 million in damages in south Mississippi and one direct fatality.  Much of the damage in the coastal counties of Hancock, Harrison, and Jackson, damage was related to storm surge on the coast, flash flooding, or river flooding. There will likely be adjustments in the damages as additional information and assessments are made.  There was one direct fatality in south Mississippi on morning of Aug 30 when a tree fell on a tow truck killing the 52 year old male driver.",,,31.3046,-90.5878,,minor,1
410276,JACKSON,JACKSON CO ARPT,2012-08-30,03:30,2012-08-30T03:30:00-05:00,2012-08-30T08:30:00+00:00,Flash Flood,0,0,"$1,200,000",$0,,67741,0,0,Emergency Manager,Heavy Rain / Tropical System,5.37,ESE,1.21,NE,ARENA,2012-08-30,14:00,30.3505,-88.4166,30.6723,-88.4166,Rainbands associated with Tropical Storm Isaac persisted over Jackson County during the overnight and morning hours producing torrential rainfall. Flooding of secondary routes was reported over much of the area. A number of high water rescues were necessary when neighborhoods in the Pascagoula and Escatawpa areas were flooded in the early to mid morning.,"Hurricane Isaac entered the Gulf of Mexico as a tropical storm on August 26, moving northwest after crossing Haiti, Cuba and the Florida Straits. Isaac moved slowly north northwest over the eastern Gulf . Isaac strengthened into a hurricane on the morning of the 28th when it was 75 miles south southeast of the mouth of the Mississippi River.  Isaac made landfall in Plaquemines Parish as a Category 1 Hurricane near Southwest Pass of the Mississippi River on the evening of the 28th. A second landfall occurred near Port Fourchon the following morning. The storm weakened to a tropical storm on the afternoon of the 29th about 50 miles west southwest of New Orleans, and weakened further to a tropical depression on the afternoon of the 30th near Monroe, Louisiana. ||Even though Issac was of hurricane status from near the mouth of the Mississippi River into southeast Louisiana, only tropical storm force winds were recorded on land areas of Mississippi.  The maximum sustained wind in south Mississippi was 46 knots or 53 mph measured at the Gulfport Airport (KGPT) during the early afternoon of August 29th.  A portable weather station (Weatherflow Inc) near Gulfport measured a 48 knot gust, or 55 mph,  late on the morning of August 29.   Maximum wind gust of 58 knots or 67 mph was recorded at the NOAA NOS Bay Waveland station and also at Gulfport (Weatherflow Inc) late on the morning of Aug 29. The long duration of tropical storm force winds downed some trees and power lines across the region. ||The minimum sea level pressure measured from a land station was 995.9 mb the NOAA-NOS station at Bay-Waveland station during the early morning of Aug 29th. |A storm tide ranged from approximately 5 feet in Jackson County to nearly 10 feet in Hancock County closer to Isaacs���s center. These values are approximately 3 to 8 feet above normal astronomical values.  Storm surge flooding impacts were greatest in Hancock County.|    |Persistent rainbands affected south Mississippi, especially the coastal sections produced heavy rainfall over a three day period.  10 to 20 inches of rainfall was common across the region.  A co-operative observer near Pascagaoula recorded the maximum reading of 22.20 inches of rain. Heavy rainfall produced both flash flooding and later moderate to major river flooding.  Record crests were observed on the Wolf River near Landon (Aug 31) and Gulfport (Sep 1), and the East Hobolochitto River near Cesear (Aug 31).  Storm surge and high tides restricted outflow of the rivers near the coast and lakes exacerbating flooding of low lying areas along rivers and bayous near the coast as they emptied into the Gulf.||There were two weak tornadoes documented that occurred along Mississippi coast which resulted in generally minor property damage.||Overall , impacts from Isaac resulted in at least $7 million in damages in south Mississippi and one direct fatality.  Much of the damage in the coastal counties of Hancock, Harrison, and Jackson, damage was related to storm surge on the coast, flash flooding, or river flooding. There will likely be adjustments in the damages as additional information and assessments are made.  There was one direct fatality in south Mississippi on morning of Aug 30 when a tree fell on a tow truck killing the 52 year old male driver.",,,30.3505,-88.4166,,severe,6
413272,JACKSON,OCEAN SPGS ARPT,2012-09-05,05:20,2012-09-05T05:20:00-05:00,2012-09-05T10:20:00+00:00,Flash Flood,0,0,"$10,000",$0,,68902,0,0,Law Enforcement,Heavy Rain,0.83,N,0.34,SSE,OCEAN SPGS,2012-09-05,6:30,30.392,-88.7495,30.4143,-88.8179,"Ocean Springs Police Department reported flash flooding in the Ocean Springs area, and calls to assist motorists in high water.","A complex of thunderstorms moving off the Alabama coast built westward into Jackson County Mississippi, where isolated flash flooding occurred.",,,30.392,-88.7495,,minor,1
413273,JACKSON,OCEAN SPGS ARPT,2012-09-05,05:30,2012-09-05T05:30:00-05:00,2012-09-05T10:30:00+00:00,Flash Flood,0,0,$0,$0,,68902,0,0,Broadcast Media,Heavy Rain,0.96,N,0.22,NW,OCEAN SPGS ARPT,2012-09-05,6:30,30.3938,-88.7507,30.3944,-88.7735,Broadcast media reported flash flooding from heavy rain in the Gulf Park Estates area.,"A complex of thunderstorms moving off the Alabama coast built westward into Jackson County Mississippi, where isolated flash flooding occurred.",,,30.3938,-88.7507,,minor,1
428682,ASCENSION,GONZALES,2013-01-09,01:32,2013-01-09T01:32:00-06:00,2013-01-09T07:32:00+00:00,Flash Flood,0,0,$0,$0,,71328,0,0,Law Enforcement,Heavy Rain,0.0,N,1.09,NW,GONZALES,2013-01-09,3:30,30.23,-90.92,30.2381,-90.9306,Several roads in Gonzales were impassible due to high water from heavy rain. Water was approaching several homes.,"Low pressure over Texas pumped very moist air into southeast Louisiana during the daytime hours on the 8th. Early on the morning of the 9th, strong thunderstorms repeatedly moved over portions of southeast Louisiana, producing several reports of flash flooding.",,,30.23,-90.92,,minor,1
428681,LIVINGSTON,LIVINGSTON,2013-01-09,01:32,2013-01-09T01:32:00-06:00,2013-01-09T07:32:00+00:00,Flash Flood,0,0,$0,$0,,71328,0,0,Law Enforcement,Heavy Rain,0.77,ESE,0.76,NE,LIVINGSTON,2013-01-09,3:30,30.4962,-90.7379,30.5116,-90.7364,A few roads were reported impassible due to high water from heavy rain.,"Low pressure over Texas pumped very moist air into southeast Louisiana during the daytime hours on the 8th. Early on the morning of the 9th, strong thunderstorms repeatedly moved over portions of southeast Louisiana, producing several reports of flash flooding.",,,30.4962,-90.7379,,minor,1
428686,ASSUMPTION,LABADIEVILLE,2013-01-10,09:00,2013-01-10T09:00:00-06:00,2013-01-10T15:00:00+00:00,Flash Flood,0,0,"$2,000",$0,,71329,0,0,Emergency Manager,Heavy Rain,0.0,N,1.19,E,BRULE,2013-01-10,11:00,29.83,-90.97,29.8231,-90.9476,Street flooding was reported in Labadieville with water in one residence.,"Thunderstorms developed along a warm front over southeast Louisiana during the morning hours. Several reports of severe weather were received, as well as reports of flash flooding.",,,29.83,-90.97,,minor,1
428689,ASCENSION,GONZALES,2013-01-10,10:30,2013-01-10T10:30:00-06:00,2013-01-10T16:30:00+00:00,Flash Flood,0,0,"$10,000",$0,,71329,0,0,Emergency Manager,Heavy Rain,0.0,N,0.49,NE,LAKE,2013-01-10,12:00,30.23,-90.92,30.3107,-90.8398,Widespread street flooding was reported in Gonzales with numerous roads closed across the parish. Water was threatening several residences and businesses.,"Thunderstorms developed along a warm front over southeast Louisiana during the morning hours. Several reports of severe weather were received, as well as reports of flash flooding.",,,30.23,-90.92,,severe,6
428688,LIVINGSTON,DENHAM SPGS,2013-01-10,10:30,2013-01-10T10:30:00-06:00,2013-01-10T16:30:00+00:00,Flash Flood,0,0,$0,$0,,71329,0,0,Emergency Manager,Heavy Rain,2.0,SSW,2.0,N,DENHAM SPGS,2013-01-10,12:00,30.4533,-90.9629,30.5958,-90.95,"Widespread street flooding was reported in Livingston Parish, including Denham Springs with a number of roads closed due to high water.","Thunderstorms developed along a warm front over southeast Louisiana during the morning hours. Several reports of severe weather were received, as well as reports of flash flooding.",,,30.4533,-90.9629,,severe,6
429982,HARRISON,GULFPORT,2013-02-25,20:10,2013-02-25T20:10:00-06:00,2013-02-26T02:10:00+00:00,Flash Flood,0,0,$0,$0,,71515,0,0,Emergency Manager,Heavy Rain,6.0,NNE,2.36,ESE,NUGENT,2013-02-25,21:30,30.4602,-89.0415,30.4605,-89.0813,The intersection of Three Rivers Road and Dedeaux Road was impassible due to flash flooding.,"A stationary front was situated over southeast Louisiana during the 24th and 25th. Several waves of low pressure moved along the front, producing several rounds of  heavy rainfall over the coastal counties of south Mississippi.",,,30.4602,-89.0415,,minor,1
429984,JACKSON,ARENA,2013-02-25,19:45,2013-02-25T19:45:00-06:00,2013-02-26T01:45:00+00:00,Flash Flood,0,0,$0,$0,,71515,0,0,Law Enforcement,Heavy Rain,1.54,SE,2.57,N,VANCLEAVE,2013-02-25,22:00,30.6138,-88.4324,30.6274,-88.6803,"Heavy rain caused flash flooding in several areas of Jackson County including: Cook Road at Tucker Road, Van Cleave area, and the McClellan Road and Comstock Avenue area in Latimer.","A stationary front was situated over southeast Louisiana during the 24th and 25th. Several waves of low pressure moved along the front, producing several rounds of  heavy rainfall over the coastal counties of south Mississippi.",,,30.6138,-88.4324,,minor,1
435741,POINTE COUPEE,NEW ROADS,2013-04-14,05:00,2013-04-14T05:00:00-05:00,2013-04-14T10:00:00+00:00,Flash Flood,0,0,"$20,000",$0,,72269,0,0,Emergency Manager,Heavy Rain,0.0,N,1.11,NNW,MIX,2013-04-14,6:30,30.68,-91.43,30.6784,-91.4972,"The Pointe Coupee Emergency Manager reported street flooding on several local streets including Highway 81 north of U.S. Highway 190. In addition, water was reported in a few homes on Romalice Drive.",A warm front served as a focus for thunderstorm development during the early morning and daytime hours.,,,30.68,-91.43,,minor,1
452197,JEFFERSON,KENNER,2013-05-01,11:50,2013-05-01T11:50:00-05:00,2013-05-01T16:50:00+00:00,Flash Flood,0,0,"$10,000",$0,,74784,0,0,Social Media,Heavy Rain,0.0,N,1.5,NE,(MSY)MOISANT FLD NEW,2013-05-01,13:00,29.98,-90.23,30.0153,-90.2317,"Numerous streets were reported flooded, especially around Audubon Subdivision.",A slow moving upper low over southern Louisiana fueled the development of numerous thunderstorms across the area. Several reports of flooding were received in the New Orleans area.,,,29.98,-90.23,,minor,1
452196,JEFFERSON,(MSY)MOISANT FLD NEW,2013-05-01,11:55,2013-05-01T11:55:00-05:00,2013-05-01T16:55:00+00:00,Flash Flood,0,0,"$10,000",$0,,74784,0,0,Social Media,Heavy Rain,1.88,NNE,0.86,N,MOISANT ARPT,2013-05-01,13:00,30.0253,-90.2383,30.0325,-90.2774,The intersection of West Esplanade and East Loyola was impassible due to flash flooding. One vehicle was stalled due to water.,A slow moving upper low over southern Louisiana fueled the development of numerous thunderstorms across the area. Several reports of flooding were received in the New Orleans area.,,,30.0253,-90.2383,,moderate,2
